Unnamed: 0,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,title,journal,publication_date,labels,x_coord,y_coord
404,33951237,Cautions on the laboratory indicators of COVID-19 patients on and during admission,"Liu H, Shang X, Chen S, Li T, Zhang J.",J Clin Lab Anal. 2021 May 5:e23767. doi: 10.1002/jcla.23767. Online ahead of print.,Liu H,J Clin Lab Anal,2021,Cautions on the laboratory indicators of COVID-19 patients on and during admission.,Journal of clinical laboratory analysis,5/6/2021,Treatments and Outcomes,7.851317,0.2847681
6640,32589042,Stretching the Analytic Frame: Analytic Therapists' Experiences with Remote Therapy During COVID-19,"Békés V, Aafjes-van Doorn K, Prout TA, Hoffman L.",J Am Psychoanal Assoc. 2020 Jun;68(3):437-446. doi: 10.1177/0003065120939298. Epub 2020 Jun 26.,Békés V,J Am Psychoanal Assoc,2020,Stretching the Analytic Frame: Analytic Therapists' Experiences with Remote Therapy During COVID-19.,Journal of the American Psychoanalytic Association,6/27/2020,Telemedicine,2.8936434,0.28432062
1220,33849307,Monitoring patients with head and neck cancer for flu-like symptoms during the COVID-19 pandemic,"Cavalieri S, Colombo E, Bottiglieri A, Massa G, Platini F, Ottini A, Filippini DM, Zattarin E, Bergamini C, Resteghini C, Alfieri S, Di Martino V, Tiraferri V, Locati LD, Licitra L.",Tumori. 2021 Apr 13:3008916211007940. doi: 10.1177/03008916211007940. Online ahead of print.,Cavalieri S,Tumori,2021,Monitoring patients with head and neck cancer for flu-like symptoms during the COVID-19 pandemic.,Tumori,4/15/2021,Not Assigned,5.879363,0.28428257
363,33955590,Effects of mesenchymal stromal cell-derived extracellular vesicles in acute respiratory distress syndrome (ARDS): Current understanding and future perspectives,"Su Y, Guo H, Liu Q.",J Leukoc Biol. 2021 May 6. doi: 10.1002/JLB.3MR0321-545RR. Online ahead of print.,Su Y,J Leukoc Biol,2021,Effects of mesenchymal stromal cell-derived extracellular vesicles in acute respiratory distress syndrome (ARDS): Current understanding and future perspectives.,Journal of leukocyte biology,5/7/2021,Treatments and Outcomes,8.6555195,0.28298807
6077,32796159,Big Data Analytics + Virtual Clinical Semantic Network (vCSN): An Approach to Addressing the Increasing Clinical Nuances and Organ Involvement of COVID-19,"Rahman F, Meyer R, Kriak J, Goldblatt S, Slepian MJ.",ASAIO J. 2021 Jan 1;67(1):18-24. doi: 10.1097/MAT.0000000000001275.,Rahman F,ASAIO J,2021,Big Data Analytics + Virtual Clinical Semantic Network (vCSN): An Approach to Addressing the Increasing Clinical Nuances and Organ Involvement of COVID-19.,ASAIO journal (American Society for Artificial Internal Organs : 1992),8/17/2020,Not Assigned,7.081126,0.28164077
3185,33525914,"Obstacles, Challenges, and Benefits of Online Group Psychotherapy",Weinberg H.,Am J Psychother. 2021 Feb 2:appipsychotherapy20200034. doi: 10.1176/appi.psychotherapy.20200034. Online ahead of print.,Weinberg H,Am J Psychother,2021,"Obstacles, Challenges, and Benefits of Online Group Psychotherapy.",American journal of psychotherapy,2/3/2021,Telemedicine,2.913745,0.28026533
3784,33377529,Older adults with SARS-CoV-2 infection: Utility of the clinical frailty scale to predict mortality,"Gilis M, Chagrot N, Koeberle S, Tannou T, Brunel AS, Chirouze C, Bouiller K.",J Med Virol. 2021 Apr;93(4):2453-2460. doi: 10.1002/jmv.26766. Epub 2021 Jan 11.,Gilis M,J Med Virol,2021,Older adults with SARS-CoV-2 infection: Utility of the clinical frailty scale to predict mortality.,Journal of medical virology,12/31/2020,Treatments and Outcomes,7.7041984,0.2789295
2021,33734835,Critical Care Requirements Under Uncontrolled Transmission of SARS-CoV-2,"Martínez-Alés G, Domingo-Relloso A, Arribas JR, Quintana-Díaz M, Hernán MA; COVID@HULP Group.",Am J Public Health. 2021 May;111(5):923-926. doi: 10.2105/AJPH.2020.306151. Epub 2021 Mar 18.,Martínez-Alés G,Am J Public Health,2021,Critical Care Requirements Under Uncontrolled Transmission of SARS-CoV-2.,American journal of public health,3/19/2021,Not Assigned,4.4197454,0.27675685
2783,33606480,Lung Transplantation for Severe Post-Coronavirus Disease 2019 Respiratory Failure,"Hawkins RB, Mehaffey JH, Charles EJ, Mannem HC, Roeser M.",Transplantation. 2021 Feb 16. doi: 10.1097/TP.0000000000003706. Online ahead of print.,Hawkins RB,Transplantation,2021,Lung Transplantation for Severe Post-Coronavirus Disease 2019 Respiratory Failure.,Transplantation,2/20/2021,Treatments and Outcomes,8.5490675,0.2762284
5167,33044282,Acute Kidney Injury in Pediatric Inflammatory Multisystem Syndrome Temporally Associated With Severe Acute Respiratory Syndrome Coronavirus-2 Pandemic: Experience From PICUs Across United Kingdom,"Deep A, Upadhyay G, du Pré P, Lillie J, Pan D, Mudalige N, Kanthimathinathan HK, Johnson M, Riphagen S, Dwarakanathan B, Raffaj D, Sundararajan S, Davies P, Mohammad Z, Shetty N, Playfor S, Jardine M, Ross O, Levin R, Waters G, Sinha R, Scholefield BR, Boot E, Koul A, Freire-Gomez X, Ramnarayan P.",Crit Care Med. 2020 Dec;48(12):1809-1818. doi: 10.1097/CCM.0000000000004662.,Deep A,Crit Care Med,2020,Acute Kidney Injury in Pediatric Inflammatory Multisystem Syndrome Temporally Associated With Severe Acute Respiratory Syndrome Coronavirus-2 Pandemic: Experience From PICUs Across United Kingdom.,Critical care medicine,10/13/2020,Treatments and Outcomes,7.7372403,0.2758942
3675,33395337,WHO recommends corticosteroids for patients with severe or critical COVID-19,Keyt H.,Ann Intern Med. 2021 Jan;174(1):JC2. doi: 10.7326/ACPJ202101190-002. Epub 2021 Jan 5.,Keyt H,Ann Intern Med,2021,WHO recommends corticosteroids for patients with severe or critical COVID-19.,Annals of internal medicine,1/5/2021,Treatments and Outcomes,8.289655,0.27567333
6897,32496422,Effects of Corticosteroid Treatment for Non-Severe COVID-19 Pneumonia: A Propensity Score-Based Analysis,"Yuan M, Xu X, Xia D, Tao Z, Yin W, Tan W, Hu Y, Song C.",Shock. 2020 Nov;54(5):638-643. doi: 10.1097/SHK.0000000000001574.,Yuan M,Shock,2020,Effects of Corticosteroid Treatment for Non-Severe COVID-19 Pneumonia: A Propensity Score-Based Analysis.,"Shock (Augusta, Ga.)",6/5/2020,Treatments and Outcomes,8.018399,0.27563494
6683,32570995,Short-Term Dexamethasone in Sars-CoV-2 Patients,"Selvaraj V, Dapaah-Afriyie K, Finn A, Flanigan TP.",R I Med J (2013). 2020 Jun 19;103(6):39-43.,Selvaraj V,R I Med J (2013),2020,Short-Term Dexamethasone in Sars-CoV-2 Patients.,Rhode Island medical journal (2013),6/24/2020,Treatments and Outcomes,8.157499,0.27552864
6320,32715498,Non-steroidal Anti-inflammatory Drugs and the Risk of Pneumonia Complications: A Systematic Review,"Sodhi M, Khosrow-Khavar F, FitzGerald JM, Etminan M.",Pharmacotherapy. 2020 Sep;40(9):970-977. doi: 10.1002/phar.2451. Epub 2020 Aug 18.,Sodhi M,Pharmacotherapy,2020,Non-steroidal Anti-inflammatory Drugs and the Risk of Pneumonia Complications: A Systematic Review.,Pharmacotherapy,7/28/2020,Treatments and Outcomes,7.293625,0.2751621
1836,33761668,Combined clinical and imaging features better predict the critical outcomes of patients with SARS-COV-2,"Yue T, Zhou W, He J, Wang H, Liu Y, Wang B, Zhu Q, Xia H, Hu H.",Medicine (Baltimore). 2021 Mar 26;100(12):e25083. doi: 10.1097/MD.0000000000025083.,Yue T,Medicine (Baltimore),2021,Combined clinical and imaging features better predict the critical outcomes of patients with SARS-COV-2.,Medicine,3/26/2021,Treatments and Outcomes,7.7232566,0.27433994
2500,33648028,Physiologic and biochemical rationale for treating COVID-19 patients with hyperbaric oxygen,"Feldmeier JJ, Kirby JP, Buckey JC, Denham DW, Evangelista JS, Gelly HB, Harlan NP, Mirza ZK, Ray KL, Robins M, Savaser DJ, Wainwright S, Bird N, Huang ET, Moon RE, Thom SR, Weaver LK.",Undersea Hyperb Med. 2021 First-Quarter;48(1):1-12.,Feldmeier JJ,Undersea Hyperb Med,2021,Physiologic and biochemical rationale for treating COVID-19 patients with hyperbaric oxygen.,"Undersea & hyperbaric medicine : journal of the Undersea and Hyperbaric Medical Society, Inc",3/2/2021,Treatments and Outcomes,8.276049,0.2743048
2368,33663244,Mesenchymal Stem Cell Therapy for Severe COVID-19 ARDS,"Häberle H, Magunia H, Lang P, Gloeckner H, Körner A, Koeppen M, Backchoul T, Malek N, Handgretinger R, Rosenberger P, Mirakaj V.",J Intensive Care Med. 2021 Mar 5:885066621997365. doi: 10.1177/0885066621997365. Online ahead of print.,Häberle H,J Intensive Care Med,2021,Mesenchymal Stem Cell Therapy for Severe COVID-19 ARDS.,Journal of intensive care medicine,3/6/2021,Treatments and Outcomes,8.616997,0.27323923
1570,33792260,Case report of amiodarone-associated allergic pneumonitis amidst the COVID-19 pandemic,"Azraai M, McMahon M, Dick R.",Rev Cardiovasc Med. 2021 Mar 30;22(1):181-184. doi: 10.31083/j.rcm.2021.01.267.,Azraai M,Rev Cardiovasc Med,2021,Case report of amiodarone-associated allergic pneumonitis amidst the COVID-19 pandemic.,Reviews in cardiovascular medicine,4/2/2021,Treatments and Outcomes,8.283401,0.2727773
1858,33759724,Re-envisioning the role of student health centers in offering LGBTQIA + friendly and sex-positive services,"Willenbrock D, Santella AJ.",J Am Coll Health. 2021 Mar 24:1-4. doi: 10.1080/07448481.2021.1878190. Online ahead of print.,Willenbrock D,J Am Coll Health,2021,Re-envisioning the role of student health centers in offering LGBTQIA + friendly and sex-positive services.,Journal of American college health : J of ACH,3/25/2021,Not Assigned,2.3204486,0.2711813
6438,32673029,Virtual surface acting in workplace interactions: Choosing the best technology to fit the task,Brodsky A.,J Appl Psychol. 2020 Jul 16. doi: 10.1037/apl0000805. Online ahead of print.,Brodsky A,J Appl Psychol,2020,Virtual surface acting in workplace interactions: Choosing the best technology to fit the task.,The Journal of applied psychology,7/17/2020,Telemedicine,2.8137653,0.2709005
7121,32409504,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study","Shi Q, Zhang X, Jiang F, Zhang X, Hu N, Bimu C, Feng J, Yan S, Guan Y, Xu D, He G, Chen C, Xiong X, Liu L, Li H, Tao J, Peng Z, Wang W.",Diabetes Care. 2020 Jul;43(7):1382-1391. doi: 10.2337/dc20-0598. Epub 2020 May 14.,Shi Q,Diabetes Care,2020,"Clinical Characteristics and Risk Factors for Mortality of COVID-19 Patients With Diabetes in Wuhan, China: A Two-Center, Retrospective Study.",Diabetes care,5/16/2020,Treatments and Outcomes,7.358073,0.2705692
1091,33861867,Couples Therapists' Attitudes Toward Online Therapy During the COVID-19 Crisis,"Machluf R, Abba Daleski M, Shahar B, Kula O, Bar-Kalifa E.",Fam Process. 2021 Apr 16. doi: 10.1111/famp.12647. Online ahead of print.,Machluf R,Fam Process,2021,Couples Therapists' Attitudes Toward Online Therapy During the COVID-19 Crisis.,Family process,4/17/2021,Telemedicine,2.9451475,0.26943198
1905,33754452,Multisystem inflammatory syndrome in children associated with SARS-CoV-2 in a solid organ transplant recipient,"Petters LM, Vogel TP, Munoz FM, Hernandez JA, Koohmaraie S, Nowicki MJ, Zumbro CE, Mysore KR.",Am J Transplant. 2021 Mar 23. doi: 10.1111/ajt.16572. Online ahead of print.,Petters LM,Am J Transplant,2021,Multisystem inflammatory syndrome in children associated with SARS-CoV-2 in a solid organ transplant recipient.,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,3/24/2021,Treatments and Outcomes,8.42711,0.26741692
1549,33794114,Evaluation of the Effects of the COVID-19 Pandemic on Electronic Consultation Use in Primary Care,"Leyton C, Zhang C, Rikin S.",Telemed J E Health. 2021 Mar 31. doi: 10.1089/tmj.2020.0547. Online ahead of print.,Leyton C,Telemed J E Health,2021,Evaluation of the Effects of the COVID-19 Pandemic on Electronic Consultation Use in Primary Care.,Telemedicine journal and e-health : the official journal of the American Telemedicine Association,4/2/2021,Not Assigned,4.070976,0.2673748
5316,32998645,Successfully treating three patients with acute kidney injury secondary to COVID-19 by peritoneal dialysis: Case report and literature review,"Al-Hwiesh AK, Mohammed AM, Elnokeety M, Al-Hwiesh A, Al-Audah N, Esam S, Abdul-Rahman IS.",Perit Dial Int. 2020 Sep;40(5):496-498. doi: 10.1177/0896860820953050.,Al-Hwiesh AK,Perit Dial Int,2020,Successfully treating three patients with acute kidney injury secondary to COVID-19 by peritoneal dialysis: Case report and literature review.,Peritoneal dialysis international : journal of the International Society for Peritoneal Dialysis,10/2/2020,Treatments and Outcomes,7.988157,0.26733342
7360,32286611,Blueprint for Restructuring a Department of Surgery in Concert With the Health Care System During a Pandemic: The University of Wisconsin Experience,"Zarzaur BL, Stahl CC, Greenberg JA, Savage SA, Minter RM.",JAMA Surg. 2020 Jul 1;155(7):628-635. doi: 10.1001/jamasurg.2020.1386.,Zarzaur BL,JAMA Surg,2020,Blueprint for Restructuring a Department of Surgery in Concert With the Health Care System During a Pandemic: The University of Wisconsin Experience.,JAMA surgery,4/15/2020,Not Assigned,4.4373794,0.26650584
2247,33692133,Academic careers and the COVID-19 pandemic: Reversing the tide,"Carr RM, Lane-Fall MB, South E, Brady D, Momplaisir F, Guerra CE, Montoya-Williams D, Dalembert G, Lavizzo-Mourey R, Hamilton R.",Sci Transl Med. 2021 Mar 10;13(584):eabe7189. doi: 10.1126/scitranslmed.abe7189.,Carr RM,Sci Transl Med,2021,Academic careers and the COVID-19 pandemic: Reversing the tide.,Science translational medicine,3/12/2021,Not Assigned,2.5943997,0.26622617
5501,32942797,Overview of Stem Cell Therapy for Acute Respiratory Distress Syndrome with Focus on COVID 19,Kaye RJ.,Pain Physician. 2020 Aug;23(4S):S421-S432.,Kaye RJ,Pain Physician,2020,Overview of Stem Cell Therapy for Acute Respiratory Distress Syndrome with Focus on COVID 19.,Pain physician,9/19/2020,Treatments and Outcomes,8.578735,0.26575086
2029,33734451,Remote delivery of a therapeutic intervention to court-mandated youths of Haitian descent during COVID-19,"Marcelin LH, Cela T, Dembo R, Jean-Gilles M, Page B, Demezier D, Clement R, Waldman R.",J Community Psychol. 2021 Mar 18. doi: 10.1002/jcop.22559. Online ahead of print.,Marcelin LH,J Community Psychol,2021,Remote delivery of a therapeutic intervention to court-mandated youths of Haitian descent during COVID-19.,Journal of community psychology,3/19/2021,Telemedicine,3.0642672,0.26500088
240,33963559,Cytokine Storm in Severe COVID-19 Pneumonia,"Gürsoy B, Sürmeli CD, Alkan M, Satıcı C, Altunok S, Kamat S, Gürbüz B, Demirkol MA, Börü A.",J Med Virol. 2021 May 8. doi: 10.1002/jmv.27068. Online ahead of print.,Gürsoy B,J Med Virol,2021,Cytokine Storm in Severe COVID-19 Pneumonia.,Journal of medical virology,5/9/2021,Treatments and Outcomes,8.174949,0.26468906
4260,33278121,Emerging cellular and pharmacologic therapies for acute respiratory distress syndrome,"Gonzalez H, Horie S, Laffey JG.",Curr Opin Crit Care. 2021 Feb 1;27(1):20-28. doi: 10.1097/MCC.0000000000000784.,Gonzalez H,Curr Opin Crit Care,2021,Emerging cellular and pharmacologic therapies for acute respiratory distress syndrome.,Current opinion in critical care,12/6/2020,Treatments and Outcomes,8.591638,0.26444533
4853,33127750,A Preclinical Safety Study of Thyroid Hormone Instilled into the Lungs of Healthy Rats-an Investigational Therapy for ARDS,"Flory CM, Norris BJ, Larson NA, Coicou LG, Koniar BL, Mysz MA, Rich TP, Ingbar DH, Schumacher RJ.",J Pharmacol Exp Ther. 2021 Jan;376(1):74-83. doi: 10.1124/jpet.120.000060. Epub 2020 Oct 30.,Flory CM,J Pharmacol Exp Ther,2021,A Preclinical Safety Study of Thyroid Hormone Instilled into the Lungs of Healthy Rats-an Investigational Therapy for ARDS.,The Journal of pharmacology and experimental therapeutics,11/1/2020,Treatments and Outcomes,8.541987,0.26439092
4833,33135241,Covid-19 positivity affects outcome of cardiac surgical patients,"Katsiampoura A, Perozo C, Varkaris A, Vellayappan S, Tam MZ, Vellayappan U, Agnihotri A, Tam S.",J Card Surg. 2020 Dec;35(12):3650-3652. doi: 10.1111/jocs.14982. Epub 2020 Nov 1.,Katsiampoura A,J Card Surg,2020,Covid-19 positivity affects outcome of cardiac surgical patients.,Journal of cardiac surgery,11/3/2020,Treatments and Outcomes,7.7490377,0.26401648
3835,33368389,Could we predict the prognosis of the COVID-19 disease?,"Tahtasakal CA, Oncul A, Sevgi DY, Celik E, Ocal M, Turkkan HM, Bayraktar B, Oba S, Dokmetas I.",J Med Virol. 2021 Apr;93(4):2420-2430. doi: 10.1002/jmv.26751. Epub 2021 Jan 5.,Tahtasakal CA,J Med Virol,2021,Could we predict the prognosis of the COVID-19 disease?,Journal of medical virology,12/29/2020,Treatments and Outcomes,7.7312236,0.26362446
2002,33736526,Tocilizumab for the Critically Ill With Severe COVID-19: A Community Hospital Case Series,"McKenzie MG, Lee YM, Mathew J, Anderson M, Vo AT, Akinyele S, Narayanan M.",J Pharm Pract. 2021 Mar 19:8971900211002353. doi: 10.1177/08971900211002353. Online ahead of print.,McKenzie MG,J Pharm Pract,2021,Tocilizumab for the Critically Ill With Severe COVID-19: A Community Hospital Case Series.,Journal of pharmacy practice,3/20/2021,Treatments and Outcomes,8.2895975,0.26347488
4941,33107607,"Corticosteroids for COVID-19 patients requiring oxygen support? Yes, but not for everyone: Effect of corticosteroids on mortality and intensive care unit admission in patients with COVID-19 according to patients' oxygen requirements","Tortajada C, Colomer E, Andreu-Ballester JC, Esparcia A, Oltra C, Flores J.",J Med Virol. 2021 Mar;93(3):1817-1823. doi: 10.1002/jmv.26635. Epub 2020 Nov 10.,Tortajada C,J Med Virol,2021,"Corticosteroids for COVID-19 patients requiring oxygen support? Yes, but not for everyone: Effect of corticosteroids on mortality and intensive care unit admission in patients with COVID-19 according to patients' oxygen requirements.",Journal of medical virology,10/28/2020,Treatments and Outcomes,7.8602247,0.26343104
3980,33337671,Roadmap: one anesthesiology department's strategic approach to COVID-19,"Coombs AAT, Lawson T, Daniel R, Kim C, Rashid MM; Virginia Commonwealth University Anesthesia Workgroup.",Curr Opin Anaesthesiol. 2021 Feb 1;34(1):54-61. doi: 10.1097/ACO.0000000000000950.,Coombs AAT,Curr Opin Anaesthesiol,2021,Roadmap: one anesthesiology department's strategic approach to COVID-19.,Current opinion in anaesthesiology,12/19/2020,Not Assigned,4.515,0.26277345
4939,33107617,"Fungemia in COVID-19 ICU patients, a single medical center experience","Bishburg E, Okoh A, Nagarakanti SR, Lindner M, Migliore C, Patel P.",J Med Virol. 2021 May;93(5):2810-2814. doi: 10.1002/jmv.26633. Epub 2021 Feb 23.,Bishburg E,J Med Virol,2021,"Fungemia in COVID-19 ICU patients, a single medical center experience.",Journal of medical virology,10/28/2020,Treatments and Outcomes,7.660902,0.26245177
3732,33387997,Multifaceted highly targeted sequential multidrug treatment of early ambulatory high-risk SARS-CoV-2 infection (COVID-19),"McCullough PA, Alexander PE, Armstrong R, Arvinte C, Bain AF, Bartlett RP, Berkowitz RL, Berry AC, Borody TJ, Brewer JH, Brufsky AM, Clarke T, Derwand R, Eck A, Eck J, Eisner RA, Fareed GC, Farella A, Fonseca SNS, Geyer CE Jr, Gonnering RS, Graves KE, Gross KBV, Hazan S, Held KS, Hight HT, Immanuel S, Jacobs MM, Ladapo JA, Lee LH, Littell J, Lozano I, Mangat HS, Marble B, McKinnon JE, Merritt LD, Orient JM, Oskoui R, Pompan DC, Procter BC, Prodromos C, Rajter JC, Rajter JJ, Ram CVS, Rios SS, Risch HA, Robb MJA, Rutherford M, Scholz M, Singleton MM, Tumlin JA, Tyson BM, Urso RG, Victory K, Vliet EL, Wax CM, Wolkoff AG, Wooll V, Zelenko V.",Rev Cardiovasc Med. 2020 Dec 30;21(4):517-530. doi: 10.31083/j.rcm.2020.04.264.,McCullough PA,Rev Cardiovasc Med,2020,Multifaceted highly targeted sequential multidrug treatment of early ambulatory high-risk SARS-CoV-2 infection (COVID-19).,Reviews in cardiovascular medicine,1/4/2021,Treatments and Outcomes,8.00906,0.26237464
4055,33323340,Treatment gaps and challenges in epilepsy care in the Philippines,"Moalong KMC, Espiritu AI, Fernandez MLL, Jamora RDG.",Epilepsy Behav. 2021 Feb;115:107491. doi: 10.1016/j.yebeh.2020.107491. Epub 2020 Dec 13.,Moalong KMC,Epilepsy Behav,2021,Treatment gaps and challenges in epilepsy care in the Philippines.,Epilepsy & behavior : E&B,12/17/2020,Not Assigned,4.7941833,0.26178753
4589,33200953,Racial and Ethnic Differences in Presentation and Outcomes for Patients Hospitalized with COVID-19: Findings from the American Heart Association's COVID-19 Cardiovascular Disease Registry,"Rodriguez F, Solomon N, de Lemos JA, Das SR, Morrow DA, Bradley SM, Elkind MSV, Williams Iv JH, Holmes D, Matsouaka RA, Gupta D, Gluckman TJ, Abdalla M, Albert MA, Yancy CW, Wang TY.",Circulation. 2020 Nov 17. doi: 10.1161/CIRCULATIONAHA.120.052278. Online ahead of print.,Rodriguez F,Circulation,2020,Racial and Ethnic Differences in Presentation and Outcomes for Patients Hospitalized with COVID-19: Findings from the American Heart Association's COVID-19 Cardiovascular Disease Registry.,Circulation,11/18/2020,Not Assigned,6.980063,0.26029974
1744,33769338,Career Development Considerations for Academic Physician Mentees and Mentors in the Time of COVID-19: Jump in or Just Dip a Toe?,"Gettel CJ, Venkatesh AK.",Acad Med. 2021 Mar 23. doi: 10.1097/ACM.0000000000004076. Online ahead of print.,Gettel CJ,Acad Med,2021,Career Development Considerations for Academic Physician Mentees and Mentors in the Time of COVID-19: Jump in or Just Dip a Toe?,Academic medicine : journal of the Association of American Medical Colleges,3/27/2021,Not Assigned,2.5468986,0.26004583
5612,32926424,Low serum calcium and phosphorus and their clinical performance in detecting COVID-19 patients,"Yang C, Ma X, Wu J, Han J, Zheng Z, Duan H, Liu Q, Wu C, Dong Y, Dong L.",J Med Virol. 2021 Mar;93(3):1639-1651. doi: 10.1002/jmv.26515. Epub 2020 Oct 5.,Yang C,J Med Virol,2021,Low serum calcium and phosphorus and their clinical performance in detecting COVID-19 patients.,Journal of medical virology,9/15/2020,Treatments and Outcomes,7.7484894,0.25958157
5488,32946270,Potential for Cognitive Communication Impairment in COVID-19 Survivors: A Call to Action for Speech-Language Pathologists,Ramage AE.,Am J Speech Lang Pathol. 2020 Nov 12;29(4):1821-1832. doi: 10.1044/2020_AJSLP-20-00147. Epub 2020 Sep 18.,Ramage AE,Am J Speech Lang Pathol,2020,Potential for Cognitive Communication Impairment in COVID-19 Survivors: A Call to Action for Speech-Language Pathologists.,American journal of speech-language pathology,9/19/2020,Not Assigned,5.533046,0.25888932
3711,33393678,Inflammation-associated factors for predicting in-hospital mortality in patients with COVID-19,"Wang JH, Chen RD, Yang HK, Zeng LC, Chen H, Hou YY, Hu W, Yu JS, Li H.",J Med Virol. 2021 May;93(5):2908-2917. doi: 10.1002/jmv.26771. Epub 2021 Feb 23.,Wang JH,J Med Virol,2021,Inflammation-associated factors for predicting in-hospital mortality in patients with COVID-19.,Journal of medical virology,1/5/2021,Treatments and Outcomes,7.6893044,0.25879884
2238,33694267,The Independent Risk of Obesity and Diabetes and Their Interaction in COVID-19: A Retrospective Cohort Study,"Tchang BG, Askin G, Sahagun A, Hwang J, Huang H, Mendelsohn Curanaj FA, Seley JJ, Safford MM, Alonso LC, Aronne LJ, Shukla AP.",Obesity (Silver Spring). 2021 Mar 11. doi: 10.1002/oby.23172. Online ahead of print.,Tchang BG,Obesity (Silver Spring),2021,The Independent Risk of Obesity and Diabetes and Their Interaction in COVID-19: A Retrospective Cohort Study.,"Obesity (Silver Spring, Md.)",3/12/2021,Treatments and Outcomes,7.2898326,0.2578461
3021,33560208,The prevalence and impact of pre-existing sleep disorder diagnoses and objective sleep parameters in patients hospitalized for COVID-19,"Goldstein CA, Rizvydeen M, Conroy DA, O'Brien LM, Gupta G, Somers EC, Sharma P, Golob JL, Troost JP, Burgess HJ.",J Clin Sleep Med. 2021 May 1;17(5):1039-1050. doi: 10.5664/jcsm.9132.,Goldstein CA,J Clin Sleep Med,2021,The prevalence and impact of pre-existing sleep disorder diagnoses and objective sleep parameters in patients hospitalized for COVID-19.,Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine,2/10/2021,Not Assigned,7.147224,0.25580025
2683,33622841,A Family Medicine Residency Program's Response to an Impending COVID-19 Surge,"Devitt J, Malam N, Montgomery L.",J Am Board Fam Med. 2021 Feb;34(Suppl):S217-S221. doi: 10.3122/jabfm.2021.S1.200193.,Devitt J,J Am Board Fam Med,2021,A Family Medicine Residency Program's Response to an Impending COVID-19 Surge.,Journal of the American Board of Family Medicine : JABFM,2/25/2021,Not Assigned,4.4712224,0.25576144
5635,32918792,Tocilizumab as a Therapeutic Agent for Critically Ill Patients Infected with SARS-CoV-2,"Petrak RM, Skorodin NC, Van Hise NW, Fliegelman RM, Pinsky J, Didwania V, Anderson M, Diaz M, Shah K, Chundi VV, Hines DW, Harting BP, Sidwha K, Yu B, Brune P, Owaisi A, Beezhold D, Kent J, Vais D, Han A, Gowda N, Sahgal N, Silverman J, Stake J, Nepomuceno J, Heddurshetti R.",Clin Transl Sci. 2020 Sep 12. doi: 10.1111/cts.12894. Online ahead of print.,Petrak RM,Clin Transl Sci,2020,Tocilizumab as a Therapeutic Agent for Critically Ill Patients Infected with SARS-CoV-2.,Clinical and translational science,9/13/2020,Treatments and Outcomes,8.143603,0.25550812
7124,32409498,Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication,"Chen Y, Yang D, Cheng B, Chen J, Peng A, Yang C, Liu C, Xiong M, Deng A, Zhang Y, Zheng L, Huang K.",Diabetes Care. 2020 Jul;43(7):1399-1407. doi: 10.2337/dc20-0660. Epub 2020 May 14.,Chen Y,Diabetes Care,2020,Clinical Characteristics and Outcomes of Patients With Diabetes and COVID-19 in Association With Glucose-Lowering Medication.,Diabetes care,5/16/2020,Treatments and Outcomes,7.3897295,0.25486702
5502,32942796,Safety and Effectiveness of Intravascular Mesenchymal Stem Cells to Treat Organ Failure and Possible Application in COVID-19 Complications,"Atluri S, Manocha V, Boddu N, Bhati S, Syed Z, Diwan S, Manchikanti L.",Pain Physician. 2020 Aug;23(4S):S391-S420.,Atluri S,Pain Physician,2020,Safety and Effectiveness of Intravascular Mesenchymal Stem Cells to Treat Organ Failure and Possible Application in COVID-19 Complications.,Pain physician,9/19/2020,Treatments and Outcomes,8.620972,0.25434113
6840,32524832,Is Albumin Predictor of Mortality in COVID-19?,"Violi F, Cangemi R, Romiti GF, Ceccarelli G, Oliva A, Alessandri F, Pirro M, Pignatelli P, Lichtner M, Carraro A, Cipollone F, D'Ardes D, Pugliese F, Mastroianni CM.",Antioxid Redox Signal. 2020 Jun 22. doi: 10.1089/ars.2020.8142. Online ahead of print.,Violi F,Antioxid Redox Signal,2020,Is Albumin Predictor of Mortality in COVID-19?,Antioxidants & redox signaling,6/12/2020,Treatments and Outcomes,7.761388,0.25318578
5851,32860431,"Evaluation of 17 patients with COVID-19 pneumonia treated with anakinra according to HScore, SOFA, MuLBSTA, and Brescia-COVID respiratory severity scale (BCRSS) scoring systems","Erden A, Ozdemir B, Karakas O, Mutlu NM, Izdes S, Kalem AK, Bilir YA, Aypak A, Akinci E, Guner R, Kucuksahin O.",J Med Virol. 2021 Mar;93(3):1532-1537. doi: 10.1002/jmv.26473. Epub 2020 Dec 30.,Erden A,J Med Virol,2021,"Evaluation of 17 patients with COVID-19 pneumonia treated with anakinra according to HScore, SOFA, MuLBSTA, and Brescia-COVID respiratory severity scale (BCRSS) scoring systems.",Journal of medical virology,8/30/2020,Treatments and Outcomes,8.080869,0.2521454
